id_usuario,nombre,apellido,DNI,latitud,longitud
483,Jorge,Rojas,75540302,-11.909758377940296,-76.64154528257548
484,Lucía,Torres,30656094,-11.916932572533632,-76.64227273357673
490,Elena,Torres,70984628,-11.908429181342312,-76.63847960046631
497,Ana,Pérez,94271271,-11.90842707113014,-76.64258952201376
498,Elena,Flores,73545543,-11.91393088149717,-76.64048594653339
501,Elena,Ramírez,30272459,-11.90908695567064,-76.63907271137518
502,Elena,Soto,45637548,-11.912340726173555,-76.64237981887361
510,Lucía,Vargas,95750209,-11.9082008346325,-76.63924107710223
511,Jorge,Soto,95977185,-11.915575020456064,-76.6404426254169
514,Elena,Torres,95522342,-11.91024119098646,-76.64030127069721
519,Carmen,Soto,60538261,-11.914457180796491,-76.64136181825819
522,María,Vargas,82143737,-11.908570678246454,-76.64319272483513
523,José,García,69000340,-11.909648362275094,-76.63818693218742
524,Ana,Rojas,95827716,-11.91719635214497,-76.64249094087721
532,Lucía,Vargas,79201479,-11.910792653424531,-76.64171316103894
538,Lucía,Rojas,72776341,-11.917761737816589,-76.64175747538665
539,Pedro,Vargas,16325655,-11.912461880151133,-76.64194638210547
541,Ana,Soto,37932236,-11.919677420186373,-76.640532693957
542,Ana,Pérez,99651854,-11.91091767179086,-76.64144349659341
546,Ana,Torres,65832919,-11.909283301008609,-76.63556342584765
547,Carmen,García,61217795,-11.914244045572303,-76.64092479716491
550,Pedro,Rojas,74687012,-11.912548649722392,-76.64300924090527
551,Lucía,Vargas,62912112,-11.911344157146832,-76.64149418188194
553,Pedro,Ruiz,58166121,-11.908512997530648,-76.62917024433197
559,Luis,Pérez,88777571,-11.911983178498591,-76.64035175955964
560,Elena,Rojas,95434464,-11.91617490526184,-76.64180046269891
570,Lucía,Soto,18615167,-11.914478810524116,-76.64048096341841
572,Carmen,Ruiz,18777866,-11.913023943456022,-76.640078104528
574,Ana,Soto,43927189,-11.915936512368026,-76.64108832729212
577,Carlos,Ramírez,66685983,-11.9124492920304,-76.64259786713359
581,Jorge,Flores,45060815,-11.917588114524548,-76.64255801085753
584,Ana,Ramírez,27083915,-11.916107404389155,-76.64362207387278
586,Luis,Rojas,99602580,-11.91496769453381,-76.64014486188947
589,Lucía,Flores,90387554,-11.915579305937367,-76.64247814305824
591,Carmen,Vargas,65735909,-11.917391276778632,-76.64137145274468
593,Jorge,García,96154247,-11.914401609013764,-76.64077548600409
594,Ana,García,90977361,-11.915191202142616,-76.6412726994328
596,Carmen,Rojas,18140640,-11.920038563586717,-76.64128853258057
597,Lucía,Vargas,17875147,-11.918989587765273,-76.64045007180322
598,Pedro,Pérez,82960586,-11.914750313909371,-76.64284893565909
599,Pedro,Ruiz,93536106,-11.917265579439375,-76.64151187211624
589,Nombre589,Apellido589,41654594,-11.930396505355688,-76.6974980551816
590,Nombre590,Apellido590,35769433,-11.904172082410769,-76.73101192729733
591,Nombre591,Apellido591,37048096,-11.91121212660346,-76.73246353989636
592,Nombre592,Apellido592,70573452,-11.911582734305435,-76.74059490855447
593,Nombre593,Apellido593,79794727,-11.930676792386135,-76.68760809516236
594,Nombre594,Apellido594,83642487,-11.928874906132954,-76.69778185289677
595,Nombre595,Apellido595,64270518,-11.92052814837188,-76.67807558952249
596,Nombre596,Apellido596,90706178,-11.900109197607032,-76.73806504305986
597,Nombre597,Apellido597,54894662,-11.914571592455404,-76.65678541905623
598,Nombre598,Apellido598,77794483,-11.93068005972566,-76.69964860393019
599,Nombre599,Apellido599,76615785,-11.94067563348579,-76.71115328303614
600,Nombre600,Apellido600,50704801,-11.916754233546502,-76.65543310721999
601,Elena,Reyes,46303212,-11.917170902395526,-76.71515322586228
602,Hugo,Ramírez,17904686,-11.940395331089167,-76.7354371910124
603,Pedro,Ramírez,63270568,-11.919621673677542,-76.71498726315309
604,María,Ramírez,42392131,-11.936207643302797,-76.73838716099539
605,Carlos,Ramírez,27619911,-11.93581196143905,-76.74159338174928
606,Jorge,Torres,61987307,-11.921879114526284,-76.705384830936
607,Hugo,Torres,48375283,-11.919992855634472,-76.70856371083141
608,Jorge,Vargas,68979174,-11.907640331171091,-76.68867991099505
609,Lucía,Vargas,86954614,-11.911183833452077,-76.69274684495483
610,Hugo,Torres,19939870,-11.917218653738379,-76.70647294803027
611,Lucía,Rojas,41201366,-11.914426130168613,-76.71483503615156
612,Jorge,García,74727511,-11.92076137109922,-76.70560790115339
613,Carlos,Flores,72837679,-11.907371182944987,-76.68540407410204
614,Luis,Flores,88441472,-11.939378938926918,-76.73871172716001
615,Luis,Rojas,94080765,-11.93539088324466,-76.73787899303098
616,Elena,Mendoza,30431525,-11.9103266347822,-76.6958152612997
617,María,Torres,47170588,-11.917336591545565,-76.71321588306903
618,Camila,Quispe,31670392,-11.909947711784714,-76.68450902781899
619,Luis,Rojas,58290594,-11.910408682141219,-76.68592238072003
620,Hugo,Quispe,14116692,-11.939491675154006,-76.73794785551777
621,Jorge,Quispe,36506231,-11.90520693741005,-76.69477728278952
622,Pedro,Rojas,98630201,-11.913925120519956,-76.69079700648841
623,Hugo,García,93531003,-11.913166370652537,-76.68701938780389
624,Pedro,Rojas,23680346,-11.933683610689211,-76.74009381124561
625,María,Quispe,38330209,-11.9116715952206,-76.69078716017192
626,Hugo,Rojas,65534365,-11.9352124174572,-76.74391851254578
627,Pedro,Mendoza,91424217,-11.908694914094637,-76.68864049978134
628,Pedro,Pérez,54072021,-11.908260805777935,-76.69309573504023
629,Pedro,Quispe,71521548,-11.935287578212975,-76.74317747662302
630,Hugo,Torres,51646517,-11.912206566971799,-76.68547035944015
631,Elena,Torres,31552591,-11.935090214794188,-76.7438762900139
632,Lucía,Torres,54125105,-11.911764613656672,-76.69342712220408
633,Hugo,Pérez,10689565,-11.919833549375705,-76.71327684252692
634,Lucía,Reyes,86025073,-11.913437263338315,-76.69049271380084
635,Luis,Rojas,64107938,-11.935138132201711,-76.73853941447754
636,Elena,Flores,82273044,-11.935617026651215,-76.74326965739317
637,Elena,Mendoza,26450898,-11.914388074318586,-76.70677658982773
638,María,García,87914122,-11.906754187133538,-76.6861241943395
639,Hugo,Ramírez,88096716,-11.905605605426805,-76.68946895240663
640,María,Pérez,13917687,-11.912197461839192,-76.68859859670577
641,Jorge,Vargas,15084909,-11.935056948050656,-76.73735874345981
642,Camila,Torres,73354668,-11.917828407806665,-76.71524695408732
643,Carlos,Ramírez,54846801,-11.910659983554128,-76.68495080069843
644,Jorge,Pérez,59449991,-11.91732440872194,-76.71007834862418
645,Luis,Reyes,89433568,-11.938849171884943,-76.74068395972076
646,Carlos,Rojas,79554813,-11.914837231286775,-76.7086689064772
647,Ana,Vargas,46810905,-11.93470090378598,-76.7399108911924
648,Lucía,Rojas,96016825,-11.916958022244351,-76.71326778030382
649,Camila,Vargas,96466150,-11.935356313357731,-76.74015158799666
650,Jorge,García,92756721,-11.918459635881483,-76.70885745442965
651,Jorge,García,12188670,-11.914509755028249,-76.7152959301873
652,Hugo,Vargas,47859331,-11.934402054101223,-76.74136855200629
653,Hugo,Pérez,89039279,-11.918448644363949,-76.71575895338347
654,Camila,Torres,18844871,-11.91129058529949,-76.68996842508844
655,Pedro,Quispe,40968333,-11.913494415303873,-76.69010685124739
656,Hugo,Mendoza,37262730,-11.905656004340274,-76.6947352813827
657,Hugo,García,68797000,-11.934884474175396,-76.74031296051962
658,María,Ramírez,78692951,-11.935758610283806,-76.74165787061813
659,Jorge,Rojas,17077226,-11.912564569637128,-76.69407444862874
660,María,Rojas,54919941,-11.940436064434856,-76.74232917965588
661,Elena,Vargas,75178620,-11.908022025535098,-76.68541971265788
662,Elena,Mendoza,63026187,-11.906672868829679,-76.6877783882815
663,Ana,Pérez,11111469,-11.940116545092712,-76.74139731298334
664,María,Reyes,38084462,-11.938521544997421,-76.74175038748243
665,Elena,Quispe,21998528,-11.936879954722322,-76.73918001566608
666,Pedro,Quispe,37598989,-11.91914491219863,-76.7121083192539
667,Elena,Ramírez,56326755,-11.934371555216751,-76.73689636436512
668,Hugo,Vargas,80456502,-11.911229837514872,-76.68503453867352
669,Camila,Reyes,78644777,-11.905424664846977,-76.69207908949564
670,Pedro,Quispe,82868629,-11.919164600409657,-76.71043802431235
671,Ana,Flores,91059532,-11.91447103349973,-76.70636048623543
672,Camila,Ramírez,38894325,-11.921179456299331,-76.711679961824
673,Camila,Vargas,16147305,-11.917573030482002,-76.71046554280193
674,Jorge,Mendoza,19743242,-11.920449095456505,-76.70655301551714
675,Jorge,Vargas,86170974,-11.907907532953027,-76.68594509950178
676,Pedro,Rojas,66419915,-11.906271121485855,-76.687019729756
677,Hugo,Vargas,64394717,-11.937486315190002,-76.73850507920486
678,Carlos,Ramírez,10203676,-11.920717076751043,-76.70858990040777
679,María,Torres,94372091,-11.920565973954087,-76.70836655450438
680,Luis,Reyes,38287147,-11.911933616553213,-76.6945893843982
681,Carlos,Vargas,68249961,-11.939677724078857,-76.74398207078303
682,Luis,Vargas,78913420,-11.907531343439318,-76.6872111874113
683,Hugo,Torres,94771686,-11.936880533200695,-76.7425477347905
684,Camila,Torres,16768138,-11.921331565299916,-76.71578958136918
685,Ana,Ramírez,36528603,-11.920674014584279,-76.70620058911518
686,Camila,Rojas,36700210,-11.939067705266387,-76.74081155805504
687,Elena,Mendoza,54934767,-11.92115723612415,-76.71355402564777
688,Pedro,Torres,13425105,-11.909326978862978,-76.68870696780284
689,Pedro,Pérez,25900152,-11.92003718148667,-76.71536494624851
690,Elena,Mendoza,98215715,-11.937871737046981,-76.74189216966167
691,Hugo,Vargas,93309884,-11.912024014690932,-76.68448164636743
692,Pedro,Vargas,28907183,-11.908453295626668,-76.68931745868193
693,Pedro,Flores,46243426,-11.937673799171813,-76.74013950099913
694,Hugo,Rojas,34204067,-11.917672759969296,-76.7083392721226
695,Hugo,Vargas,68155379,-11.935382831230546,-76.74245475483065
696,Hugo,García,54901424,-11.917999097983387,-76.71146846095462
697,María,Mendoza,16271021,-11.906165257303575,-76.68842297294538
698,Lucía,Pérez,47206845,-11.917739967468671,-76.71473065893602
699,Lucía,Quispe,30345863,-11.936154896885412,-76.74294516484888
700,Elena,Rojas,77673897,-11.919302347395474,-76.71442873838704
701,Camila,Reyes,59182108,-11.935463410823806,-76.74214373097547
702,Lucía,Pérez,33242388,-11.918865125014497,-76.70614757744619
703,Elena,Flores,53922111,-11.92036546893281,-76.71041414429645
704,Carlos,Ramírez,84114150,-11.937645826710671,-76.74383688363059
705,Lucía,Quispe,36245223,-11.906865176977844,-76.69517144912422
706,Camila,Pérez,39850681,-11.937205959832184,-76.73895389534555
707,Elena,Flores,94176239,-11.935972588347083,-76.73780231533622
708,María,Pérez,25962095,-11.91997382093182,-76.71589023345675
709,Hugo,Quispe,61615895,-11.935212450701162,-76.73917909060587
710,Hugo,Rojas,80919105,-11.915311058374343,-76.70696472800809
711,Pedro,Rojas,66136871,-11.915253390657696,-76.71066395874023
712,Jorge,Reyes,57457377,-11.919330972833306,-76.7072928597715
713,María,Pérez,14700903,-11.937389647095767,-76.74234902023237
714,Elena,Torres,59439460,-11.915160207843508,-76.70629184135551
715,Elena,Mendoza,73493730,-11.93726952195088,-76.74331870245422
716,Elena,Pérez,94275382,-11.918897391280664,-76.70716108574591
717,Jorge,Reyes,92412819,-11.93378580777163,-76.74216874531753
718,Jorge,Mendoza,55136666,-11.940464211103798,-76.7361038459218
719,Carlos,Quispe,53172599,-11.918884760488169,-76.71004062939305
720,Carlos,Reyes,83731736,-11.933255473503595,-76.74340091744877
